0.001, 0.001
0.002, 0.002
0.003, 0.003
0.004, 0.004
0.005, 0.005
0.006, 0.006
0.007, 0.007
0.008, 0.008
0.009, 0.009
0.01, 0.01
0.011, 0.011
0.012, 0.012
0.013, 0.013
0.014, 0.014
0.015, 0.015
0.016, 0.016
0.017, 0.017
0.018, 0.018
0.019, 0.019
0.02, 0.02
0.021, 0.021
0.022, 0.022
0.023, 0.023
0.023, 0.024
0.024, 0.025
0.025, 0.026
0.026, 0.027
0.027, 0.028
0.028, 0.029
0.029, 0.03
0.03, 0.031
0.031, 0.032
0.032, 0.033
0.032, 0.032
0.033, 0.033
0.034, 0.034
0.035, 0.035
0.036, 0.036
0.037, 0.037
0.038, 0.038
0.039, 0.039
0.039, 0.038
0.04, 0.039
0.04, 0.038
0.041, 0.039
0.042, 0.04
0.043, 0.041
0.044, 0.042
0.044, 0.041
0.045, 0.042
0.045, 0.041
0.046, 0.042
0.047, 0.043
0.048, 0.044
0.049, 0.045
0.049, 0.044
0.05, 0.045
0.051, 0.046
0.051, 0.045
0.052, 0.046
0.053, 0.047
0.053, 0.046
0.054, 0.047
0.055, 0.048
0.056, 0.049
0.057, 0.05
0.058, 0.051
0.059, 0.052
0.059, 0.051
0.06, 0.052
0.06, 0.051
0.061, 0.052
0.062, 0.053
0.062, 0.052
0.063, 0.053
0.064, 0.054
0.065, 0.055
0.066, 0.056
0.067, 0.057
0.068, 0.058
0.069, 0.059
0.07, 0.06
0.07, 0.059
0.071, 0.06
0.071, 0.059
0.072, 0.06
0.073, 0.061
0.074, 0.062
0.075, 0.063
0.075, 0.062
0.076, 0.063
0.077, 0.064
0.078, 0.065
0.079, 0.066
0.08, 0.067
0.08, 0.066
0.081, 0.067
0.082, 0.068
0.083, 0.069
0.083, 0.068
0.084, 0.069
0.085, 0.07
0.085, 0.069
0.086, 0.07
0.087, 0.071
0.088, 0.072
0.088, 0.071
0.089, 0.072
0.09, 0.073
0.091, 0.074
0.092, 0.075
0.093, 0.076
0.093, 0.075
0.094, 0.076
0.094, 0.075
0.095, 0.076
0.096, 0.077
0.097, 0.078
0.098, 0.079
0.098, 0.078
0.099, 0.079
0.1, 0.08
0.101, 0.081
0.102, 0.082
0.103, 0.083
0.104, 0.084
0.104, 0.083
0.105, 0.084
0.106, 0.085
0.107, 0.086
0.108, 0.087
0.108, 0.086
0.109, 0.087
0.11, 0.088
0.111, 0.089
0.112, 0.09
0.113, 0.091
0.113, 0.09
0.114, 0.091
0.115, 0.092
0.116, 0.093
0.117, 0.094
0.117, 0.093
0.118, 0.094
0.119, 0.095
0.12, 0.096
0.121, 0.097
0.121, 0.096
0.122, 0.097
0.123, 0.098
0.124, 0.099
0.125, 0.1
0.125, 0.099
0.125, 0.098
0.126, 0.099
0.126, 0.098
0.127, 0.099
0.128, 0.1
0.129, 0.101
0.129, 0.1
